Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
45,20,RL,70.0,8.980423936374544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,179.0,BLQ,506.0,465,1150.0,GasA,Ex,Y,FuseA,1150.0,0.0,0,1150.0,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959,RFn,1,300.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,11.856522261533737
46,120,RL,61.0,8.943636705909594,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,GLQ,456.0,Unf,0.0,1296,1752.0,GasA,Ex,Y,SBrkr,1752.0,0.0,0,1752.0,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005,RFn,2,576.0,TA,TA,Y,196.0,82.0,0,0,0,0,NA,NA,NA,0,2,2010,WD,Normal,12.675766851909591
47,50,RL,48.0,9.458995712459116,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351.0,Unf,0.0,83,1434.0,GasA,Ex,Y,SBrkr,1518.0,631.0,0,2149.0,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003,RFn,2,670.0,TA,TA,Y,168.0,43.0,0,0,198,0,NA,NA,NA,0,8,2009,WD,Abnorml,12.387089184491993
48,20,FV,84.0,9.314430080500564,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1632,1656.0,GasA,Ex,Y,SBrkr,1656.0,0.0,0,1656.0,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2006,RFn,3,826.0,TA,TA,Y,0.0,146.0,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,12.428019481065613
49,190,RM,33.0,8.402231172946555,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,736,736.0,GasA,Gd,Y,SBrkr,736.0,716.0,0,1452.0,0,0,2,0,2,3,TA,8,Typ,0,NA,NA,1980,NA,0,0.0,NA,NA,N,0.0,0.0,102,0,0,0,NA,NA,NA,0,6,2009,New,Partial,11.635151947212842
50,20,RL,66.0,8.954544488386723,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763.0,Unf,0.0,192,955.0,GasA,Ex,Y,SBrkr,955.0,0.0,0,955.0,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1966,Unf,1,386.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,MnPrv,NA,0,1,2007,WD,Normal,11.751950239425476
51,60,RL,65.0,9.537483513308878,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182.0,Unf,0.0,612,794.0,GasA,Gd,Y,SBrkr,794.0,676.0,0,1470.0,0,1,2,0,3,1,TA,6,Typ,0,NA,Attchd,1997,Fin,2,388.0,TA,TA,Y,0.0,75.0,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,12.083910661257521
52,50,RM,52.0,8.738895704934043,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816,816.0,GasA,TA,Y,SBrkr,816.0,0.0,360,1176.0,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1985,Unf,2,528.0,TA,TA,Y,112.0,0.0,0,0,0,0,NA,MnPrv,Shed,400,9,2006,WD,Normal,11.648338835562747
53,90,RM,110.0,9.044639916198465,Grvl,NA,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104.0,GLQ,530.5071334881184,0,816.0,GasA,TA,N,SBrkr,816.0,0.0,0,816.0,1,0,1,0,2,1,TA,5,Typ,0,NA,CarPort,1963,Unf,2,516.0,TA,TA,Y,106.0,0.0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,11.608244735642321
54,20,RL,68.0,10.476470469936048,Pave,NA,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810.0,Unf,0.0,32,1842.0,GasA,Gd,Y,SBrkr,1842.0,0.0,0,1842.0,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981,Fin,3,894.0,TA,TA,Y,470.2609036031175,72.0,0,0,0,0,NA,NA,NA,0,11,2006,WD,Normal,12.846684848231634
55,80,RL,60.0,8.872767529910936,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384.0,Unf,0.0,0,384.0,GasA,TA,Y,SBrkr,1360.0,0.0,0,1360.0,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962,Unf,2,572.0,TA,TA,Y,0.0,50.0,0,0,0,0,NA,MnPrv,NA,0,2,2007,WD,Normal,11.775297421715827
56,20,RL,100.0,9.227787285579904,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490.0,Unf,0.0,935,1425.0,GasA,Gd,Y,SBrkr,1425.0,0.0,0,1425.0,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964,RFn,2,576.0,TA,TA,Y,0.0,0.0,0,407,0,0,NA,NA,NA,0,7,2008,WD,Normal,12.103491596905931
57,160,FV,24.0,7.880804344674901,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649.0,Unf,0.0,321,970.0,GasA,Ex,Y,SBrkr,983.0,756.0,0,1739.0,1,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1999,Fin,2,480.0,TA,TA,Y,115.0,0.0,0,0,0,0,NA,NA,NA,0,8,2009,WD,Abnorml,12.058158312538197
58,60,RL,89.0,9.362718052397065,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,860,860.0,GasA,Ex,Y,SBrkr,860.0,860.0,0,1720.0,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2004,RFn,2,565.0,TA,TA,Y,0.0,70.0,0,0,0,0,NA,NA,NA,0,8,2006,WD,Normal,12.188422799337028
59,60,RL,66.0,9.52390946537981,Pave,NA,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,645.3112433620423,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1410,1410.0,GasA,Ex,Y,SBrkr,1426.0,1519.0,0,2829.1646571881433,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006,Fin,3,641.0,TA,TA,Y,192.0,0.0,37,0,0,0,NA,NA,NA,0,10,2006,New,Partial,12.846684848231634
60,20,RL,60.0,8.881975184248867,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632.0,Unf,0.0,148,780.0,GasA,Ex,Y,SBrkr,780.0,0.0,0,780.0,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1973,Unf,1,352.0,TA,TA,Y,196.0,0.0,0,0,0,0,NA,MnPrv,NA,0,1,2008,WD,Normal,11.735276702486741
61,20,RL,63.0,9.47830431356186,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941.0,Unf,0.0,217,1158.0,GasA,Ex,Y,SBrkr,1158.0,0.0,0,1158.0,1,0,1,1,3,1,Gd,5,Typ,0,NA,Detchd,2006,Unf,2,576.0,TA,TA,Y,0.0,50.0,0,0,0,0,NA,NA,NA,0,5,2006,New,Partial,11.970356641102999
62,75,RM,60.0,8.881975184248867,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,530,530.0,GasA,TA,N,SBrkr,581.0,530.0,0,1111.0,0,0,1,0,3,1,Fa,6,Typ,0,NA,Detchd,1935,Unf,1,288.0,TA,TA,N,0.0,0.0,144,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,11.522885696764481
63,120,RL,44.0,8.770749549138642,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1346,1370.0,GasA,Ex,Y,SBrkr,1370.0,0.0,0,1370.0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,484.0,TA,TA,Y,120.0,49.0,0,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,12.218500103788143
64,70,RM,50.0,9.239996256883693,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,576,576.0,GasA,Gd,Y,SBrkr,902.0,808.0,0,1710.0,0,0,2,0,3,1,TA,9,Typ,0,NA,Detchd,1990,Unf,2,480.0,TA,TA,Y,12.0,11.0,64,0,0,0,NA,GdPrv,NA,0,4,2010,WD,Normal,11.849404844423074
65,60,RL,70.0,9.145908511816794,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739.0,Unf,0.0,318,1057.0,GasA,Ex,Y,SBrkr,1057.0,977.0,0,2034.0,1,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,1998,RFn,2,645.0,TA,TA,Y,470.2609036031175,36.0,0,0,0,0,NA,GdPrv,NA,0,2,2009,WD,Normal,12.299112067295642
66,60,RL,76.0,9.16868469670735,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1143,1143.0,GasA,Ex,Y,SBrkr,1143.0,1330.0,0,2473.0,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004,RFn,3,852.0,TA,TA,Y,192.0,151.0,0,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,12.666660207428574
67,20,RL,73.0,9.898525260706313,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912.0,Unf,0.0,1035,1947.0,GasA,TA,Y,SBrkr,2207.0,0.0,0,2207.0,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970,RFn,2,576.0,TA,TA,Y,301.0,0.0,0,0,0,0,NA,NA,NA,0,7,2010,WD,Normal,12.100717685412471
68,20,RL,72.0,9.274816391160547,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013.0,Unf,0.0,440,1453.0,GasA,Ex,Y,SBrkr,1479.0,0.0,0,1479.0,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2003,RFn,2,558.0,TA,TA,Y,144.0,29.0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,12.328294703023394
69,30,RM,47.0,8.435766192720509,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,747,747.0,GasA,TA,Y,SBrkr,747.0,0.0,0,747.0,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1945,Unf,1,220.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,11.289794413577894
70,50,RL,81.0,9.654641503869545,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603.0,Unf,0.0,701,1304.0,GasW,TA,Y,SBrkr,1304.0,983.0,0,2287.0,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953,Fin,2,667.0,TA,TA,Y,0.0,21.0,114,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,12.323860125621126
71,20,RL,95.0,9.521641310026597,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,645.3112433620423,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1811.9339985501804,Unf,0.0,343,2223.0,GasA,Ex,Y,SBrkr,2223.0,0.0,0,2223.0,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973,Fin,2,516.0,TA,TA,Y,300.0,0.0,0,0,0,0,NA,NA,NA,0,2,2007,WD,Normal,12.404927602627597
72,20,RL,69.0,8.935903526274423,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565.0,Unf,0.0,280,845.0,GasA,TA,Y,SBrkr,845.0,0.0,0,845.0,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1987,Unf,2,360.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,11.771443882099637
73,60,RL,74.0,9.224440496354964,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,832,832.0,GasA,Gd,Y,SBrkr,885.0,833.0,0,1718.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998,Fin,2,427.0,TA,TA,Y,0.0,94.0,0,0,291,0,NA,NA,NA,0,12,2009,WD,Normal,12.128116509451258
74,20,RL,85.0,9.23024103368252,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320.0,BLQ,362.0,404,1086.0,GasA,Gd,Y,SBrkr,1086.0,0.0,0,1086.0,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1989,Unf,2,490.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,GdWo,NA,0,5,2010,WD,Normal,11.88380602959621
75,50,RM,60.0,8.66406026722579,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,840,840.0,GasA,Gd,N,SBrkr,840.0,765.0,0,1605.0,0,0,2,0,3,2,TA,8,Typ,0,NA,Detchd,1915,Unf,1,379.0,TA,TA,Y,0.0,0.0,202,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,11.58432477200052
76,180,RM,21.0,7.3758821482150125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462.0,Unf,0.0,0,462.0,GasA,TA,Y,SBrkr,526.0,462.0,0,988.0,1,0,1,0,2,1,TA,5,Typ,0,NA,BuiltIn,1973,Unf,1,297.0,TA,TA,Y,120.0,101.0,0,0,0,0,NA,GdWo,NA,0,11,2009,WD,Normal,11.418625774449598
77,20,RL,73.0,9.04499391938819,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228.0,Unf,0.0,724,952.0,GasA,Ex,Y,FuseA,952.0,0.0,0,952.0,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1956,Unf,1,283.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,11.818577604251555
78,50,RM,50.0,9.063694791634697,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336.0,GLQ,41.0,295,672.0,GasA,TA,Y,SBrkr,1072.0,213.0,0,1285.0,1,0,1,0,2,1,TA,6,Min1,0,NA,Detchd,1948,Unf,1,240.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,MnPrv,NA,0,1,2008,WD,Normal,11.751950239425476
79,90,RL,72.0,9.285355075781629,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1768,1768.0,GasA,TA,N,SBrkr,1768.0,0.0,0,1768.0,0,0,2,0,4,2,TA,8,Typ,0,NA,NA,1980,NA,0,0.0,NA,NA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,11.824087219587643
80,50,RM,60.0,9.25349564229011,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,440,440.0,GasA,Gd,Y,SBrkr,682.0,548.0,0,1230.0,0,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,1966,Unf,2,440.0,TA,TA,Y,74.0,0.0,128,0,0,0,NA,MnPrv,NA,0,5,2009,WD,Normal,11.608244735642321
81,60,RL,100.0,9.472781556562168,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448.0,Unf,0.0,448,896.0,GasA,TA,Y,SBrkr,1182.0,960.0,0,2142.0,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968,Fin,1,509.0,TA,TA,Y,0.0,72.0,0,0,252,0,NA,NA,NA,0,6,2009,WD,Normal,12.173037959397275
82,120,RM,32.0,8.412054873292933,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201.0,Unf,0.0,36,1237.0,GasA,Ex,Y,SBrkr,1337.0,0.0,0,1337.0,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1998,Fin,2,405.0,TA,TA,Y,0.0,199.0,0,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,11.941462360646149
83,20,RL,78.0,9.230829038403499,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33.0,Unf,0.0,1530,1563.0,GasA,Ex,Y,SBrkr,1563.0,0.0,0,1563.0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007,RFn,3,758.0,TA,TA,Y,144.0,99.0,0,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,12.409017571151187
84,20,RL,80.0,9.09301972939964,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1065,1065.0,GasA,Gd,Y,SBrkr,1065.0,0.0,0,1065.0,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1974,Unf,2,461.0,TA,TA,Y,74.0,0.0,0,0,0,0,NA,NA,NA,0,7,2007,COD,Normal,11.748005492256807
85,80,RL,65.0,9.051461866908694,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384,384.0,GasA,Gd,Y,SBrkr,804.0,670.0,0,1474.0,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995,Fin,2,400.0,TA,TA,Y,120.0,72.0,0,0,0,0,NA,NA,Shed,700,5,2009,WD,Normal,12.034696963475044
86,60,RL,121.0,9.684086987500752,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1288,1288.0,GasA,Ex,Y,SBrkr,1301.0,1116.0,0,2417.0,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991,Unf,2,462.0,TA,TA,Y,127.0,82.0,0,0,0,0,NA,NA,NA,0,4,2006,WD,Normal,12.468440756144114
87,60,RL,122.0,9.385301574363845,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,684,684.0,GasA,Ex,Y,SBrkr,684.0,876.0,0,1560.0,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005,Fin,2,400.0,TA,TA,Y,100.0,38.0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,12.066816325306588
88,160,FV,40.0,8.281977058867758,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,612,612.0,GasA,Ex,Y,SBrkr,612.0,612.0,0,1224.0,0,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2009,RFn,2,528.0,TA,TA,Y,0.0,234.0,0,0,0,0,NA,NA,NA,0,6,2009,New,Partial,12.010671928196443
89,50,C (all),105.0,9.044403844431551,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,1013,1013.0,GasA,TA,N,SBrkr,1013.0,0.0,513,1526.0,0,0,1,0,2,1,Fa,6,Typ,0,NA,NA,1980,NA,0,0.0,NA,NA,N,0.0,0.0,156,0,0,0,NA,MnPrv,NA,0,10,2009,ConLD,Abnorml,11.350418300109132
90,20,RL,60.0,8.996032669324372,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588.0,Unf,0.0,402,990.0,GasA,Ex,Y,SBrkr,990.0,0.0,0,990.0,1,0,1,0,3,1,TA,5,Typ,0,NA,NA,1980,NA,0,0.0,NA,NA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,11.724813914587886
